우편번호|시도|시도영문|시군구|시군구영문|읍면|읍면영문|도로명코드|도로명|도로명영문|지하여부|건물번호본번|건물번호부번|건물관리번호|다량배달처명|시군구용건물명|법정동코드|법정동명|리명|행정동명|산여부|지번본번|읍면동일련번호|지번부번|구우편번호|우편번호일련번호
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166052|개포로17길|Gaepo-ro 17-gil|0|9|3|1168010300112450005000001||G-heim|1168010300|개포동||개포4동|0|1245|01|5||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166065|개포로36길|Gaepo-ro 36-gil|0|6|0|1168010300112100000000001||H&S개포|1168010300|개포동||개포4동|0|1210|01|0||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|67|0|1168010300111830010000001||Artespace|1168010300|개포동||개포4동|0|1183|01|10||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|9|6|1168010300111960009000001||Classe|1168010300|개포동||개포4동|0|1196|01|9||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|30|6|1168010300111740003000001||DAONVILL|1168010300|개포동||개포4동|0|1174|01|3||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|24|0|1168010300111860000000001||1186하우스|1168010300|개포동||개포4동|0|1186|01|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|16|0|1168010300101640009019445||9COZYVILLE|1168010300|개포동||개포2동|0|164|01|9||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166470|선릉로14길|Seolleung-ro 14-gil|0|12|0|1168010300101700004019412||광학빌|1168010300|개포동||개포2동|0|170|01|4||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|10|13|1168010300102350016028157||광현빌라|1168010300|개포동||개포4동|0|1235|01|16||
06324|서울특별시|Seoul|강남구|Gangnam-gu|||116803122005|삼성로|Samseong-ro|0|29|0|1168010300101510000028230||경기여자고등학교|1168010300|개포동||개포2동|0|152|01|0||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|78|0|1168010300101840008020949||경빌딩|1168010300|개포동||개포4동|0|1184|01|8||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|50|0|1168010300101720011019426||경빌딩|1168010300|개포동||개포2동|0|172|02|11||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|6|0|1168010300111640000000001||골드캐슬|1168010300|개포동||개포4동|0|1164|01|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|23|3|1168010300112640004000001||골든강남빌|1168010300|개포동||개포4동|0|1264|01|4||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|29|4|1168010300112650002000001||골든뷰|1168010300|개포동||개포4동|0|1265|01|2||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116803122005|삼성로|Samseong-ro|0|38|0|1168010300101860001019917||개포빌딩|1168010300|개포동||개포2동|0|186|01|1||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|30|0|1168010300101670006019566||개포빌딩|1168010300|개포동||개포2동|0|167|02|4||
06322|서울특별시|Seoul|강남구|Gangnam-gu|||116804166611|언주로6길|Eonju-ro 6-gil|0|12|0|1168010300106600025019729||개포엘지움|1168010300|개포동||개포1동|0|660|01|25||
06331|서울특별시|Seoul|강남구|Gangnam-gu|||116803122005|삼성로|Samseong-ro|0|14|0|1168010300101890000021129||개포자이프레지던스|1168010300|개포동||개포2동|0|189|01|0||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|512|0|1168010300101860017019901||개포종합상가|1168010300|개포동||개포2동|0|186|01|17||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166457|선릉로12길|Seolleung-ro 12-gil|0|10|0|1168010300101690002019452||개포좋은집|1168010300|개포동||개포2동|0|169|01|2||
06330|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|516|0|1168010300101850000019804||개포주공아파트|1168010300|개포동||개포2동|0|185|01|0||
06331|서울특별시|Seoul|강남구|Gangnam-gu|||116804166412|삼성로4길|Samseong-ro 4-gil|0|30|0|1168010300101880000021086||개포초등학교|1168010300|개포동||개포2동|0|188|01|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|261|0|1168010300102680000020336||개포파출소|1168010300|개포동||개포4동|0|1268|01|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166481|선릉로18길|Seolleung-ro 18-gil|0|12|0|1168010300101720008019323||개포현대아파트|1168010300|개포동||개포2동|0|172|01|3||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|14|0|1168010300102370004027639||거호빌딩|1168010300|개포동||개포4동|0|1237|01|4||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|245|0|1168010300102590005020423||건우빌딩|1168010300|개포동||개포4동|0|1259|01|5||
06317|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|110|0|1168010300106490000019192||경남아파트|1168010300|개포동||개포1동|0|649|02|0||
06328|서울특별시|Seoul|강남구|Gangnam-gu|||116802122002|영동대로|Yeongdong-daero|0|101|0|1168010300101840000019087||개원중학교|1168010300|개포동||개포2동|0|184|01|0||
06323|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|401|0|1168010300101740000019173||개일초등학교|1168010300|개포동||개포2동|0|174|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166111|논현로10길|Nonhyeon-ro 10-gil|0|19|0|1168010300111970005000001||개포119안전센터|1168010300|개포동||개포4동|0|1197|01|5||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|36|0|1168010300101670011019530||개포1동우체국|1168010300|개포동||개포2동|0|167|02|11||
06328|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|511|0|1168010300101820000020839||개포2동주민센터|1168010300|개포동||개포2동|0|182|01|0||
06305|서울특별시|Seoul|강남구|Gangnam-gu|||116803005086|언주로|Eonju-ro|0|103|0|1168010300106550005019633||개포2차현대아파트|1168010300|개포동||개포4동|0|655|02|2||
06335|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|607|0|1168010300100120006019084||개포3동주민센터|1168010300|개포동||개포3동|0|12|01|6||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|33|0|1168010300112040000000002||개포4복합문화센터|1168010300|개포동||개포4동|0|1204|01|0||
06324|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|402|0|1168010300101730000019211||개포고등학교|1168010300|개포동||개포2동|0|173|01|0||
06331|서울특별시|Seoul|강남구|Gangnam-gu|||116804166412|삼성로4길|Samseong-ro 4-gil|0|20|0|1168010300101880000021087||개포단설유치원|1168010300|개포동||개포2동|0|188|01|0||
06318|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|311|0|1168010300106510001019239||개포더샵트리에|1168010300|개포동||개포1동|0|651|01|1||
06327|서울특별시|Seoul|강남구|Gangnam-gu|||116804166483|선릉로4길|Seolleung-ro 4-gil|0|30|0|1168010300101390000019499||개포도서관|1168010300|개포동||개포2동|0|139|01|0||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|41|0|1168010300111660007000001||개포동1166-7공동주택|1168010300|개포동||개포4동|0|1166|01|7||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|22|3|1168010300111730015000001||개포동1173-15공동주택|1168010300|개포동||개포4동|0|1173|01|15||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|19|16|1168010300112640013000001||개포동1264-13다세대주택|1168010300|개포동||개포4동|0|1264|01|13||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|22|4|1168010300101630001019426||개포동공동주택|1168010300|개포동||개포2동|0|163|01|1||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166062|개포로32길|Gaepo-ro 32-gil|0|6|0|1168010300102130000021304||개포동단지형다세대|1168010300|개포동||개포4동|0|1213|01|0||
06305|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|265|0|1168010300106550004019666||개포동메디시스빌딩|1168010300|개포동||개포4동|0|655|01|4||
06323|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|405|0|1168010300101760001026807||개포동상지리츠빌|1168010300|개포동||개포2동|0|176|01|1||
06324|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|1|420|0|1168010300101950000020868||개포동역|1168010300|개포동||개포2동|0|195|01|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166483|선릉로4길|Seolleung-ro 4-gil|0|25|0|1168010300101570003019471||개포동천주교회|1168010300|개포동||개포2동|0|157|01|1||
06324|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|416|0|1168010300101530000028234||개포디지털혁신파크|1168010300|개포동||개포2동|0|153|01|0||
06310|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|264|0|1168010300106560000019957||개포래미안포레스트|1168010300|개포동||개포4동|0|1282|01|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166483|선릉로4길|Seolleung-ro 4-gil|0|19|0|1168010300101570009019527||개포렉스힐|1168010300|개포동||개포2동|0|157|01|9||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|14|0|1168010300111930005000001||개포비버리하임|1168010300|개포동||개포4동|0|1193|01|5||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|15|0|1168010300112160006000001||개포여유재|1168010300|개포동||개포4동|0|1216|01|6||
06334|서울특별시|Seoul|강남구|Gangnam-gu|||116804166040|개포로109길|Gaepo-ro 109-gil|0|69|0|1168010300100120002000001||개포자이|1168010300|개포동||개포3동|0|12|01|2||
06310|서울특별시|Seoul|강남구|Gangnam-gu|||116804166616|언주로7길|Eonju-ro 7-gil|0|6|0|1168010300106560003000001||개포자이르네|1168010300|개포동||개포4동|0|1283|01|0||
06335|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|605|0|1168010300100120010000001||강남장애인문화복지관|1168010300|개포동||개포3동|0|12|01|10||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|4|11|1168010300111690011000001||가우디|1168010300|개포동||개포4동|0|1169|01|11||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|617|8|1168010300100140002000001||강남구건강가정지원센터|1168010300|개포동||개포3동|0|14|01|2||
06357|서울특별시|Seoul|강남구|Gangnam-gu|||116802000006|양재대로|Yangjae-daero|0|344|27|1168010300110570009000001||강남드림빌|1168010300|개포동||개포4동|0|1057|01|9||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|20|0|1168010300112050001000001||W하우스|1168010300|개포동|||0|1205|01|1||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|14|17|1168010300102340010020677||W하우스2|1168010300|개포동||개포4동|0|1234|01|10||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166166|논현로20길|Nonhyeon-ro 20-gil|0|22|0|1168010300112370008000001||YH빌리지|1168010300|개포동||개포4동|0|1237|01|8||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|23|5|1168010300111980002000001||T&K개포|1168010300|개포동||개포4동|0|1198|01|2||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|58|0|1168010300102280003020819||TS빌딩|1168010300|개포동||개포4동|0|1228|02|3||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|256|0|1168010300112120006000001||RIFATRON 빌딩|1168010300|개포동||개포4동|0|1212|01|6||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|621|0|1168010300100140005020118||SH공사|1168010300|개포동||개포3동|0|14|01|5||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|88|0|1168010300102290001020566||KSD노엘빌딩|1168010300|개포동||개포4동|0|1229|02|1||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|25|0|1168010300102310013020648||JHT개포빌딩|1168010300|개포동||개포4동|0|1231|01|13||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|26|0|1168010300101580012019592||JS빌딩|1168010300|개포동||개포2동|0|158|02|12||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|13|4|1168010300112550007000001||F.ROADVILLA|1168010300|개포동||개포4동|0|1255|01|7||
06335|서울특별시|Seoul|강남구|Gangnam-gu|||116804166040|개포로109길|Gaepo-ro 109-gil|0|9|0|1168010300100120000020093||대치아파트|1168010300|개포동||개포3동|0|12|01|0||
06335|서울특별시|Seoul|강남구|Gangnam-gu|||116804166040|개포로109길|Gaepo-ro 109-gil|0|5|0|1168010300100120000019081||대치아파트|1168010300|개포동||개포3동|0|12|01|0||
06304|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|48|0|1168010300102670000020139||대한남부적십자혈액원|1168010300|개포동||개포4동|0|1267|01|0||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166481|선릉로18길|Seolleung-ro 18-gil|0|8|0|1168010300101720002021133||대한예수교장로회개포동교회|1168010300|개포동||개포2동|0|172|01|2||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|623|0|1168010300100130003019067||대청타워|1168010300|개포동||개포3동|0|13|01|3||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116804166040|개포로109길|Gaepo-ro 109-gil|0|34|0|1168010300100140001000001||대청프라자|1168010300|개포동||개포3동|0|14|01|1||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|16|0|1168010300102310007027059||대신 빌딩|1168010300|개포동||개포4동|0|1231|01|7||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|42|0|1168010300102190006000001||대신홈타운|1168010300|개포동||개포4동|0|1219|01|6||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166053|개포로20길|Gaepo-ro 20-gil|0|45|0|1168010300102190007020759||대신홈타운|1168010300|개포동||개포4동|0|1219|01|7||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166490|선릉로6길|Seolleung-ro 6-gil|0|20|0|1168010300101570000026942||대영빌딩|1168010300|개포동||개포2동|0|157|01|0||
06334|서울특별시|Seoul|강남구|Gangnam-gu|||116804166040|개포로109길|Gaepo-ro 109-gil|0|74|0|1168010300100130000019039||대진초등학교|1168010300|개포동||개포3동|0|13|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|50|0|1168010300102000002020791||다원하모니빌|1168010300|개포동||개포4동|0|1200|01|2||
06334|서울특별시|Seoul|강남구|Gangnam-gu|||116804166040|개포로109길|Gaepo-ro 109-gil|0|21|0|1168010300100120000019050||대청아파트|1168010300|개포동||개포3동|0|12|01|0||
06310|서울특별시|Seoul|강남구|Gangnam-gu|||116804166616|언주로7길|Eonju-ro 7-gil|0|44|0|1168010300112710000000001||달터근린공원공원관리소|1168010300|개포동||개포4동|0|656|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|19|4|1168010300101980006020855||대경빌딩|1168010300|개포동||개포4동|0|1198|01|6||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|40|0|1168010300101640016021119||대경빌딩|1168010300|개포동||개포4동|0|1164|01|15||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166190|논현로6길|Nonhyeon-ro 6-gil|0|30|5|1168010300111750008000001||대고샤인빌|1168010300|개포동||개포4동|0|1175|01|8||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|14|12|1168010300102260005000001||대림아트빌1차|1168010300|개포동||개포4동|0|1226|01|5||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|10|13|1168010300102260006000001||대림아트빌2차|1168010300|개포동||개포4동|0|1226|01|6||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166060|개포로30길|Gaepo-ro 30-gil|0|24|0|1168010300102070004021286||다세대주택(10세대)|1168010300|개포동||개포4동|0|1207|01|4||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|58|4|1168010300101790001020923||다세대주택(9세대)|1168010300|개포동||개포4동|0|1179|01|1||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|25|0|1168010300102060006021266||다세대주택9세대|1168010300|개포동||개포4동|0|1206|01|6||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|38|0|1168010300101940006021021||다우빌딩|1168010300|개포동||개포4동|0|1194|02|6||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166443|선릉로10길|Seolleung-ro 10-gil|0|23|0|1168010300101690008021223||누리찬빌라|1168010300|개포동||개포2동|0|169|01|8||
06313|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|36|0|1168010300101640013000001||뉴 새롬아파트|1168010300|개포동||개포4동|0|1164|01|13||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|46|5|1168010300111770007000001||뉴그린 하우스|1168010300|개포동|||0|1177|01|7||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|22|0|1168010300102050002021265||뉴포이밸리|1168010300|개포동||개포4동|0|1205|01|2||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166171|논현로2길|Nonhyeon-ro 2-gil|0|61|4|1168010300101640030026426||뉴현대파크빌|1168010300|개포동||개포4동|0|1164|01|30||
06357|서울특별시|Seoul|강남구|Gangnam-gu|||116802000006|양재대로|Yangjae-daero|0|340|0|1168010300100550000000001||능인선원|1168010300|개포동||개포4동|0|1055|01|0||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|9|0|1168010300102160009021229||노블레스|1168010300|개포동||개포4동|0|1216|01|9||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|11|0|1168010300102160008021230||노블레스|1168010300|개포동||개포4동|0|1216|01|8||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|9|7|1168010300111950003000001||노블레스빌|1168010300|개포동||개포4동|0|1195|01|3||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|72|0|1168010300111840004000001||노블리스주빌딩|1168010300|개포동||개포4동|0|1184|01|4||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|12|0|1168010300102560010020367||노블빌라|1168010300|개포동||개포4동|0|1256|01|10||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116804166164|논현로18길|Nonhyeon-ro 18-gil|0|10|4|1168010300112360001000001||노블하임|1168010300|개포동||개포4동|0|1236|01|1||
06325|서울특별시|Seoul|강남구|Gangnam-gu|||116804166457|선릉로12길|Seolleung-ro 12-gil|0|12|0|1168010300101690003019434||노인정|1168010300|개포동||개포2동|0|169|01|3||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|52|0|1168010300102280006020859||남현빌딩|1168010300|개포동||개포4동|0|1228|02|6||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116804166051|개포로15길|Gaepo-ro 15-gil|0|34|0|1168010300102430008020269||내외빌딩|1168010300|개포동||개포4동|0|1243|01|8||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|25|0|1168010300102520006020241||네비스빌|1168010300|개포동||개포4동|0|1252|01|6||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|221|0|1168010300102580000020449||네비스빌딩|1168010300|개포동||개포4동|0|1258|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166128|논현로12길|Nonhyeon-ro 12-gil|0|9|4|1168010300111960008000001||네잎클로버|1168010300|개포동||개포4동|0|1196|01|8||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|10|0|1168010300112570000000001||까사밀라|1168010300|개포동||개포4동|0|1257|01|0||
06315|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|66|0|1168010300101810000020853||꼼지하우스|1168010300|개포동||개포4동|0|1181|01|0||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166056|개포로24길|Gaepo-ro 24-gil|0|30|0|1168010300112180011000001||꿀단지1218-11|1168010300|개포동||개포4동|0|1218|01|11||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166061|개포로31길|Gaepo-ro 31-gil|0|29|2|1168010300112650003000001||꿈꾸지오|1168010300|개포동||개포4동|0|1265|01|3||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|251|0|1168010300102590008020415||남강빌딩|1168010300|개포동||개포4동|0|1259|01|8||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116803121022|논현로|Nonhyeon-ro|0|42|0|1168010300101940004020972||글로리빌딩|1168010300|개포동||개포4동|0|1194|02|4||
06307|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|206|0|1168010300102380002020521||금화빌딩|1168010300|개포동||개포4동|0|1238|01|2||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116803122005|삼성로|Samseong-ro|0|36|0|1168010300101860002019918||국민은행 개포동지점|1168010300|개포동||개포2동|0|186|01|2||
06311|서울특별시|Seoul|강남구|Gangnam-gu|||116804166055|개포로22길|Gaepo-ro 22-gil|0|65|0|1168010300102720000020732||국악고등학교|1168010300|개포동||개포4동|0|1272|01|0||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|17|4|1168010300102540010020276||그랑시아|1168010300|개포동||개포4동|0|1254|01|10||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166057|개포로25길|Gaepo-ro 25-gil|0|21|7|1168010300102540001020265||그린빌|1168010300|개포동||개포4동|0|1254|01|1||
06323|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|1|403|0|1168010300101750003021083||구룡역|1168010300|개포동||개포2동|0|175|01|3||
06318|서울특별시|Seoul|강남구|Gangnam-gu|||116803122006|선릉로|Seolleung-ro|0|103|0|1168010300106500000019186||구룡중학교|1168010300|개포동||개포1동|0|650|02|0||
06305|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|263|0|1168010300106550000019635||구룡초등학교|1168010300|개포동||개포4동|0|655|01|0||
06311|서울특별시|Seoul|강남구|Gangnam-gu|||116804166059|개포로28길|Gaepo-ro 28-gil|0|47|0|1168010300102710000020662||구민체육관|1168010300|개포동||개포4동|0|1271|01|0||
06308|서울특별시|Seoul|강남구|Gangnam-gu|||116804166058|개포로26길|Gaepo-ro 26-gil|0|28|0|1168010300112050004000001||골든빌|1168010300|개포동||개포4동|0|1205|01|4||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166179|논현로4길|Nonhyeon-ro 4-gil|0|25|0|1168010300111730007000001||골든빌|1168010300|개포동||개포4동|0|1173|01|7||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116804166054|개포로21길|Gaepo-ro 21-gil|0|11|0|1168010300112490001000001||골든빌리지|1168010300|개포동||개포4동|0|1249|01|1||
06303|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|213|0|1168010300102460003000001||골든빌오피스텔|1168010300|개포동||개포4동|0|1246|01|3||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116804166069|개포로88길|Gaepo-ro 88-gil|0|6|0|1168010300101860018019919||공신빌딩|1168010300|개포동||개포2동|0|186|01|18||
06336|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|623|1|1168010300100130002000001||공영주차장|1168010300|개포동||개포3동|0|13|01|2||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|244|0|1168010300102120000020468||광수빌딩|1168010300|개포동||개포4동|0|1212|01|0||
06312|서울특별시|Seoul|강남구|Gangnam-gu|||116804166158|논현로16길|Nonhyeon-ro 16-gil|0|20|6|1168010300112220002000001||광영청년공동체주택|1168010300|개포동||개포4동|0|1222|01|2||
06329|서울특별시|Seoul|강남구|Gangnam-gu|||116804166068|개포로82길|Gaepo-ro 82-gil|0|7|0|1168010300101860012019910||삼성빌딩|1168010300|개포동||개포2동|0|186|01|12||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166062|개포로32길|Gaepo-ro 32-gil|0|13|0|1168010300102090014028164||삼성파크빌|1168010300|개포동||개포4동|0|1209|01|14||
06309|서울특별시|Seoul|강남구|Gangnam-gu|||116804166062|개포로32길|Gaepo-ro 32-gil|0|15|0|1168010300102090020028165||삼성파크빌|1168010300|개포동||개포4동|0|1209|01|20||
06306|서울특별시|Seoul|강남구|Gangnam-gu|||116803122001|개포로|Gaepo-ro|0|227|0|1168010300102580003020450||삼봉빌딩|1168010300|개포동||개포4동|0|1258|01|3||
06314|서울특별시|Seoul|강남구|Gangnam-gu|||116804166204|논현로8길|Nonhyeon-ro 8-gil|0|46|7|1168010300111770006000001||블루밍 하우스|1168010300|개포동|||0|1177|01|6||
